Case ID,Activity,Complete Timestamp
1-702501532,Accepted-In Progress,42:00.0
1-702501532,Queued-Awaiting Assignment,01:33.0
1-702501532,Accepted-In Progress,21:38.0
1-702501532,Completed-Closed,15:38.0
1-702514881,Accepted-In Progress,45:05.0
1-702514881,Accepted-In Progress,34:49.0
1-702514881,Completed-Closed,36:17.0
1-702656292,Accepted-In Progress,22:17.0
1-702656292,Completed-Closed,39:06.0
1-702673026,Completed-Closed,24:42.0
1-702673026,Accepted-In Progress,22:19.0
1-702673026,Accepted-In Progress,39:42.0
1-702673026,Queued-Awaiting Assignment,07:40.0
1-703016242,Accepted-Wait,24:17.0
1-703016242,Completed-Closed,26:36.0
1-703016242,Accepted-In Progress,18:48.0
1-703190797,Completed-Closed,43:51.0
1-703190797,Queued-Awaiting Assignment,48:41.0
1-703190797,Accepted-In Progress,25:14.0
1-703190797,Accepted-In Progress,04:52.0
1-703190797,Accepted-In Progress,46:21.0
1-703190797,Queued-Awaiting Assignment,05:15.0
1-703190797,Accepted-In Progress,02:18.0
1-703190797,Accepted-In Progress,34:35.0
1-703190797,Accepted-In Progress,59:32.0
1-703190797,Queued-Awaiting Assignment,02:48.0
1-703190797,Queued-Awaiting Assignment,53:26.0
1-703190797,Queued-Awaiting Assignment,16:57.0
1-703242211,Queued-Awaiting Assignment,50:15.0
1-703242211,Accepted-In Progress,17:30.0
1-703242211,Completed-Closed,18:50.0
1-703383433,Accepted-In Progress,03:01.0
1-703383433,Accepted-In Progress,03:08.0
1-703383433,Completed-Closed,04:17.0
1-703399394,Completed-Closed,14:54.0
1-703399394,Accepted-In Progress,14:49.0
1-703399394,Queued-Awaiting Assignment,18:11.0
1-703399394,Accepted-In Progress,12:29.0
1-703445951,Accepted-In Progress,31:37.0
1-703445951,Accepted-Wait,31:38.0
1-703445951,Completed-Closed,52:33.0
1-703540157,Accepted-In Progress,56:00.0
1-703540157,Accepted-In Progress,58:03.0
1-703540157,Queued-Awaiting Assignment,22:45.0
1-703540157,Queued-Awaiting Assignment,39:11.0
1-703540157,Accepted-Wait,33:05.0
1-703540157,Accepted-In Progress,32:47.0
1-703540157,Completed-Closed,36:31.0
1-703540157,Queued-Awaiting Assignment,51:24.0
1-703540157,Accepted-In Progress,16:46.0
1-703540157,Queued-Awaiting Assignment,09:41.0
1-703540157,Accepted-In Progress,30:00.0
1-703540157,Accepted-In Progress,09:42.0
1-703540157,Queued-Awaiting Assignment,14:23.0
1-703540157,Queued-Awaiting Assignment,23:26.0
1-703540157,Accepted-In Progress,05:42.0
1-703540157,Queued-Awaiting Assignment,35:35.0
1-703540157,Accepted-In Progress,46:05.0
1-703540157,Accepted-Wait,53:24.0
1-703856779,Accepted-In Progress,50:37.0
1-703856779,Accepted-In Progress,16:46.0
1-703856779,Accepted-Wait,22:24.0
1-703856779,Completed-Closed,16:18.0
1-703964203,Completed-Closed,07:51.0
1-703964203,Accepted-In Progress,05:38.0
1-703964203,Queued-Awaiting Assignment,33:13.0
1-703964203,Accepted-In Progress,16:38.0
1-703964563,Accepted-In Progress,40:06.0
1-703964563,Queued-Awaiting Assignment,35:25.0
1-703964563,Accepted-In Progress,50:29.0
1-703964563,Completed-Closed,58:50.0
1-704226142,Accepted-In Progress,54:20.0
1-704226142,Completed-Closed,36:26.0
1-704229584,Completed-Closed,56:41.0
1-704229584,Accepted-In Progress,06:47.0
1-704229602,Completed-Closed,34:45.0
1-704229602,Accepted-In Progress,33:58.0
1-704229602,Queued-Awaiting Assignment,16:05.0
1-704650867,Accepted-In Progress,29:34.0
1-704650867,Queued-Awaiting Assignment,38:26.0
1-704650867,Accepted-In Progress,36:58.0
1-704650867,Queued-Awaiting Assignment,38:10.0
1-704650867,Accepted-In Progress,36:59.0
1-704650867,Accepted-Wait,46:23.0
1-704650867,Completed-Closed,51:55.0
1-704661542,Accepted-Wait,03:24.0
1-704661542,Completed-Closed,33:19.0
1-704661542,Accepted-In Progress,48:03.0
1-704661542,Accepted-Wait,22:32.0
1-704661542,Accepted-In Progress,16:34.0
1-704661542,Queued-Awaiting Assignment,25:11.0
1-704703712,Accepted-In Progress,00:19.0
1-704703712,Queued-Awaiting Assignment,09:15.0
1-704703712,Accepted-In Progress,03:10.0
1-704703712,Accepted-In Progress,03:28.0
1-704703712,Accepted-Assigned,03:50.0
1-704703712,Accepted-In Progress,47:26.0
1-704703712,Completed-Closed,47:57.0
1-704725301,Accepted-In Progress,26:12.0
1-704725301,Completed-Closed,39:26.0
1-704973871,Completed-Closed,43:31.0
1-704973871,Accepted-Assigned,30:41.0
1-704973871,Accepted-In Progress,43:20.0
1-704973871,Queued-Awaiting Assignment,46:13.0
1-704973871,Accepted-In Progress,19:22.0
1-704973871,Accepted-In Progress,40:41.0
1-704977245,Accepted-In Progress,39:14.0
1-704977245,Queued-Awaiting Assignment,49:03.0
1-704977245,Queued-Awaiting Assignment,05:00.0
1-704977245,Accepted-In Progress,43:27.0
1-704977245,Queued-Awaiting Assignment,57:01.0
1-704977245,Accepted-In Progress,58:36.0
1-704977245,Completed-Closed,59:06.0
1-705821921,Completed-Closed,49:09.0
1-705821921,Accepted-In Progress,48:22.0
1-705847575,Accepted-In Progress,30:47.0
1-705847575,Completed-Closed,37:12.0
1-706083257,Accepted-In Progress,07:24.0
1-706083257,Completed-Closed,08:24.0
1-706226212,Accepted-In Progress,00:45.0
1-706226212,Accepted-Wait,54:31.0
1-706226212,Completed-Closed,29:51.0
1-706866666,Accepted-In Progress,41:55.0
1-706866666,Completed-Closed,26:26.0
1-706915611,Completed-Closed,06:59.0
1-706915611,Accepted-In Progress,42:20.0
1-706949124,Completed-Closed,44:28.0
1-706949124,Accepted-In Progress,23:23.0
1-706959641,Accepted-In Progress,07:49.0
1-706959641,Accepted-In Progress,37:42.0
1-706959641,Completed-Closed,38:37.0
1-706963013,Accepted-In Progress,25:21.0
1-706963013,Accepted-In Progress,27:42.0
1-706963013,Completed-Closed,34:42.0
1-706982877,Accepted-In Progress,36:58.0
1-706982877,Completed-Closed,31:18.0
1-706988783,Accepted-In Progress,07:28.0
1-706988783,Completed-Closed,51:26.0
1-707025161,Completed-Closed,11:52.0
1-707025161,Accepted-In Progress,10:37.0
1-707025161,Accepted-In Progress,50:09.0
1-707053152,Accepted-In Progress,07:23.0
1-707053152,Completed-Closed,18:00.0
1-707293328,Accepted-In Progress,34:44.0
1-707293328,Completed-Closed,23:07.0
1-707300171,Accepted-Wait,01:19.0
1-707300171,Accepted-In Progress,19:30.0
1-707300171,Accepted-In Progress,20:11.0
1-707300171,Accepted-In Progress,32:42.0
1-707300171,Queued-Awaiting Assignment,37:25.0
1-707300171,Queued-Awaiting Assignment,43:12.0
1-707300171,Accepted-Assigned,50:45.0
1-707300171,Accepted-In Progress,13:00.0
1-707300171,Queued-Awaiting Assignment,03:53.0
1-707300171,Queued-Awaiting Assignment,41:51.0
1-707300171,Accepted-In Progress,45:11.0
1-707300171,Accepted-In Progress,18:47.0
1-707300171,Completed-Closed,32:42.0
1-707623601,Accepted-In Progress,10:52.0
1-707623601,Accepted-Wait,01:40.0
1-707623601,Completed-Closed,17:36.0
1-707660543,Accepted-In Progress,45:10.0
1-707660543,Queued-Awaiting Assignment,26:46.0
1-707660543,Completed-Closed,45:27.0
1-707660543,Accepted-In Progress,51:13.0
1-707660543,Queued-Awaiting Assignment,25:10.0
1-707660543,Accepted-In Progress,24:17.0
1-707660543,Accepted-Assigned,51:47.0
1-707693471,Accepted-In Progress,14:09.0
1-707693471,Completed-Closed,28:59.0
1-707704098,Accepted-In Progress,24:46.0
1-707704098,Completed-Closed,46:53.0
1-707708844,Completed-Closed,03:49.0
1-707708844,Accepted-In Progress,25:45.0
1-707778891,Accepted-In Progress,59:14.0
1-707778891,Completed-Closed,33:01.0
1-708121948,Accepted-In Progress,27:16.0
1-708121948,Queued-Awaiting Assignment,29:12.0
1-708121948,Accepted-In Progress,39:47.0
1-708121948,Completed-Closed,20:10.0
1-708131711,Accepted-In Progress,31:32.0
1-708131711,Queued-Awaiting Assignment,32:40.0
1-708131711,Accepted-In Progress,08:58.0
1-708131711,Queued-Awaiting Assignment,05:22.0
1-708131711,Accepted-Assigned,01:01.0
1-708131711,Accepted-Assigned,09:15.0
1-708131711,Completed-Closed,56:57.0
1-708581207,Accepted-In Progress,19:31.0
1-708581207,Completed-Closed,03:36.0
1-708582598,Accepted-In Progress,37:27.0
1-708582598,Completed-Closed,38:40.0
1-708613661,Accepted-In Progress,36:19.0
1-708613661,Accepted-Assigned,03:23.0
1-708613661,Accepted-Assigned,04:25.0
1-708613661,Accepted-In Progress,47:25.0
1-708613661,Completed-Closed,47:26.0
1-708716045,Completed-Closed,08:02.0
1-708716045,Accepted-In Progress,02:46.0
1-708833963,Accepted-In Progress,05:21.0
1-708833963,Completed-Closed,33:41.0
1-709437431,Accepted-In Progress,25:57.0
1-709437431,Completed-Closed,33:23.0
1-709461909,Accepted-In Progress,04:46.0
1-709461909,Completed-Closed,17:19.0
1-709479221,Accepted-In Progress,24:58.0
1-709479221,Completed-Closed,24:21.0
1-709552565,Accepted-In Progress,13:51.0
1-709552565,Queued-Awaiting Assignment,37:38.0
1-709552565,Queued-Awaiting Assignment,23:51.0
1-709552565,Accepted-Assigned,42:18.0
1-709552565,Accepted-In Progress,41:57.0
1-709552565,Accepted-In Progress,51:02.0
1-709552565,Completed-Closed,53:36.0
1-709663551,Accepted-In Progress,34:11.0
1-709663551,Accepted-In Progress,30:26.0
1-709663551,Accepted-In Progress,31:01.0
1-709663551,Accepted-In Progress,14:50.0
1-709663551,Queued-Awaiting Assignment,15:29.0
1-709663551,Accepted-Assigned,15:56.0
1-709663551,Accepted-In Progress,23:18.0
1-709663551,Completed-Closed,24:04.0
1-709802751,Completed-Closed,59:29.0
1-709802751,Accepted-In Progress,58:40.0
1-709802751,Queued-Awaiting Assignment,35:18.0
1-709802861,Accepted-In Progress,53:25.0
1-709802861,Accepted-In Progress,07:10.0
1-709802861,Accepted-In Progress,12:00.0
1-709802861,Completed-Closed,36:44.0
1-709802861,Queued-Awaiting Assignment,53:26.0
1-710065204,Accepted-In Progress,39:22.0
1-710065204,Completed-Closed,42:16.0
1-710109531,Accepted-In Progress,11:21.0
1-710109531,Completed-Closed,26:37.0
1-710114300,Accepted-In Progress,27:11.0
1-710114300,Queued-Awaiting Assignment,45:33.0
1-710114300,Accepted-In Progress,10:47.0
1-710114300,Queued-Awaiting Assignment,19:05.0
1-710114300,Accepted-In Progress,18:09.0
1-710114300,Accepted-In Progress,54:26.0
1-710114300,Queued-Awaiting Assignment,05:50.0
1-710114300,Accepted-Assigned,11:37.0
1-710114300,Accepted-In Progress,34:34.0
1-710114300,Queued-Awaiting Assignment,54:31.0
1-710114300,Completed-Closed,27:48.0
1-710269195,Accepted-In Progress,24:46.0
1-710269195,Completed-Closed,38:14.0
1-712814266,Accepted-In Progress,25:23.0
1-712814266,Completed-Closed,26:15.0
1-712856449,Completed-Closed,59:43.0
1-712856449,Accepted-In Progress,02:57.0
1-712856449,Queued-Awaiting Assignment,39:47.0
1-712856449,Accepted-In Progress,37:33.0
1-712972277,Accepted-In Progress,18:44.0
1-712972277,Completed-Closed,22:22.0
1-713106267,Accepted-In Progress,03:09.0
1-713106267,Accepted-In Progress,33:02.0
1-713106267,Completed-Closed,46:34.0
1-715479377,Completed-Closed,31:00.0
1-715479377,Accepted-In Progress,30:09.0
1-715638561,Completed-Closed,41:51.0
1-715638561,Accepted-In Progress,09:18.0
1-715638561,Accepted-In Progress,37:14.0
1-715638561,Queued-Awaiting Assignment,44:34.0
1-715660478,Accepted-In Progress,13:57.0
1-715660478,Completed-Closed,18:10.0
1-715660478,Accepted-In Progress,32:19.0
1-715660478,Completed-Closed,37:54.0
1-715674227,Accepted-In Progress,32:50.0
1-715674227,Completed-Closed,03:56.0
1-715703591,Accepted-In Progress,00:58.0
1-715703591,Completed-Closed,28:58.0
1-715860062,Queued-Awaiting Assignment,54:09.0
1-715860062,Completed-Closed,02:37.0
1-715860062,Accepted-In Progress,46:49.0
1-715860062,Accepted-In Progress,36:14.0
1-716154984,Queued-Awaiting Assignment,38:08.0
1-716154984,Accepted-In Progress,40:27.0
1-716154984,Completed-Closed,07:44.0
1-716571976,Accepted-In Progress,32:25.0
1-716571976,Completed-Closed,33:15.0
1-716571976,Accepted-In Progress,33:12.0
1-716571976,Queued-Awaiting Assignment,43:44.0
1-716571976,Accepted-In Progress,26:00.0
1-716571976,Completed-Closed,26:25.0
1-717122893,Accepted-Wait,06:33.0
1-717122893,Completed-Closed,25:14.0
1-717122893,Accepted-In Progress,25:53.0
1-717122893,Accepted-In Progress,21:26.0
1-717122893,Queued-Awaiting Assignment,23:04.0
1-717222893,Accepted-In Progress,35:00.0
1-717222893,Queued-Awaiting Assignment,40:06.0
1-717222893,Accepted-In Progress,10:52.0
1-717222893,Completed-Closed,13:44.0
1-717275094,Accepted-In Progress,12:45.0
1-717275094,Queued-Awaiting Assignment,17:17.0
1-717275094,Accepted-In Progress,11:01.0
1-717275094,Completed-Closed,15:05.0
1-717713590,Completed-Closed,37:30.0
1-717713590,Accepted-In Progress,02:00.0
1-717713590,Accepted-In Progress,37:20.0
1-717801169,Accepted-In Progress,30:07.0
1-717801169,Completed-Closed,32:34.0
1-717838591,Accepted-In Progress,19:48.0
1-717838591,Completed-Closed,10:27.0
1-717852570,Accepted-In Progress,11:31.0
1-717852570,Completed-Closed,12:14.0
1-718031374,Accepted-In Progress,09:26.0
1-718031374,Accepted-In Progress,36:45.0
1-718031374,Completed-Closed,36:59.0
1-718056641,Accepted-Assigned,09:17.0
1-718056641,Completed-Closed,00:27.0
1-718056641,Queued-Awaiting Assignment,20:12.0
1-718132104,Completed-Closed,58:02.0
1-718132104,Accepted-In Progress,58:57.0
1-718958603,Accepted-In Progress,15:04.0
1-718958603,Completed-Closed,17:25.0
1-718960811,Accepted-In Progress,17:43.0
1-718960811,Accepted-Wait,22:03.0
1-718960811,Completed-Closed,04:40.0
1-718973785,Accepted-In Progress,49:05.0
1-718973785,Queued-Awaiting Assignment,01:35.0
1-718973785,Accepted-In Progress,51:04.0
1-718973785,Accepted-Wait,07:07.0
1-718973785,Completed-Closed,19:35.0
1-719199254,Accepted-In Progress,57:54.0
1-719199254,Accepted-In Progress,05:40.0
1-719199254,Completed-Closed,32:55.0
1-719199254,Accepted-In Progress,32:48.0
1-719199254,Completed-Closed,32:44.0
1-719199254,Accepted-In Progress,30:33.0
1-719199254,Completed-Closed,06:14.0
1-719199254,Accepted-In Progress,33:38.0
1-719199254,Completed-Closed,34:01.0
1-719210927,Accepted-In Progress,39:03.0
1-719210927,Completed-Closed,47:43.0
1-719517578,Completed-Closed,30:27.0
1-719517578,Accepted-In Progress,37:39.0
1-719999163,Completed-Closed,48:11.0
1-719999163,Accepted-In Progress,46:35.0
1-720000146,Accepted-In Progress,01:12.0
1-720000146,Queued-Awaiting Assignment,03:17.0
1-720000146,Accepted-In Progress,44:11.0
1-720000146,Completed-Closed,49:11.0
1-720041655,Accepted-In Progress,51:27.0
1-720041655,Completed-Closed,38:11.0
1-720069371,Accepted-In Progress,12:34.0
1-720069371,Accepted-In Progress,11:58.0
1-720069371,Accepted-In Progress,41:01.0
1-720069371,Accepted-Wait,23:39.0
1-720069371,Accepted-Wait,57:02.0
1-720069371,Accepted-Wait,50:15.0
1-720069371,Completed-Closed,55:22.0
1-720110557,Accepted-In Progress,19:39.0
1-720110557,Completed-Closed,25:37.0
1-720457477,Accepted-In Progress,06:27.0
1-720457477,Completed-Closed,39:52.0
1-722041657,Accepted-In Progress,19:44.0
1-722041657,Completed-Closed,52:52.0
1-722098557,Accepted-In Progress,38:50.0
1-722098557,Completed-Closed,01:00.0
1-722201158,Accepted-In Progress,16:00.0
1-722201158,Completed-Closed,31:30.0
1-722334217,Completed-Closed,24:14.0
1-722334217,Accepted-In Progress,18:03.0
1-722334434,Accepted-In Progress,25:44.0
1-722334434,Completed-Closed,26:55.0
1-722674364,Accepted-In Progress,16:03.0
1-722674364,Accepted-Assigned,26:17.0
1-722674364,Queued-Awaiting Assignment,45:40.0
1-722674364,Accepted-Assigned,13:40.0
1-722674364,Queued-Awaiting Assignment,58:49.0
1-722674364,Completed-Closed,19:49.0
1-722674364,Queued-Awaiting Assignment,51:30.0
1-722674364,Queued-Awaiting Assignment,45:24.0
1-722674364,Accepted-In Progress,54:42.0
1-722674364,Accepted-In Progress,21:45.0
1-722674364,Accepted-In Progress,54:43.0
1-722674364,Queued-Awaiting Assignment,00:28.0
1-722688743,Accepted-In Progress,54:27.0
1-722688743,Queued-Awaiting Assignment,58:07.0
1-722688743,Accepted-In Progress,31:28.0
1-722688743,Completed-Closed,31:54.0
1-722742993,Accepted-Wait,51:03.0
1-722742993,Completed-Closed,52:04.0
1-722742993,Accepted-In Progress,31:13.0
1-726517211,Accepted-In Progress,15:21.0
1-726517211,Accepted-In Progress,15:49.0
1-726517211,Completed-Closed,50:05.0
1-726517211,Accepted-In Progress,16:24.0
1-726517211,Accepted-Assigned,10:12.0
1-726517211,Queued-Awaiting Assignment,16:09.0
1-726517211,Accepted-Assigned,41:56.0
1-726517211,Accepted-In Progress,50:00.0
1-726517211,Queued-Awaiting Assignment,18:34.0
1-726760342,Accepted-In Progress,36:37.0
1-726760342,Accepted-Wait,37:20.0
1-726760342,Completed-Closed,41:39.0
1-726808501,Accepted-In Progress,31:06.0
1-726808501,Completed-Closed,56:52.0
1-728461114,Accepted-Wait,41:58.0
1-728461114,Completed-Closed,14:41.0
1-728461114,Accepted-In Progress,01:51.0
1-728470722,Accepted-Assigned,15:37.0
1-728470722,Accepted-In Progress,15:12.0
1-728470722,Queued-Awaiting Assignment,24:33.0
1-728470722,Accepted-In Progress,18:15.0
1-728470722,Queued-Awaiting Assignment,01:19.0
1-728470722,Queued-Awaiting Assignment,32:59.0
1-728470722,Accepted-Assigned,05:30.0
1-728470722,Accepted-In Progress,04:29.0
1-728470722,Accepted-Assigned,06:25.0
1-728470722,Completed-Closed,44:57.0
1-728630851,Accepted-In Progress,12:07.0
1-728630851,Completed-Closed,14:03.0
1-728630851,Accepted-Assigned,57:50.0
1-728630851,Queued-Awaiting Assignment,03:47.0
1-728630851,Queued-Awaiting Assignment,26:56.0
1-728641711,Accepted-In Progress,13:58.0
1-728641711,Queued-Awaiting Assignment,26:35.0
1-728641711,Accepted-In Progress,26:56.0
1-728641711,Completed-Closed,51:02.0
1-728649379,Accepted-In Progress,32:44.0
1-728649379,Completed-Closed,47:59.0
1-729423803,Accepted-In Progress,11:42.0
1-729423803,Completed-Closed,24:32.0
1-729440922,Accepted-In Progress,29:47.0
1-729440922,Completed-Closed,20:11.0
1-729635576,Completed-Closed,11:18.0
1-729635576,Accepted-In Progress,04:18.0
1-729711756,Accepted-In Progress,24:45.0
1-729711756,Completed-Closed,27:57.0
1-729826369,Accepted-In Progress,56:04.0
1-729826369,Completed-Closed,59:57.0
1-729966151,Accepted-In Progress,15:33.0
1-729966151,Completed-Closed,46:11.0
1-730084841,Queued-Awaiting Assignment,48:09.0
1-730084841,Accepted-In Progress,08:35.0
1-730084841,Completed-Closed,09:14.0
1-730084875,Completed-Closed,23:13.0
1-730084875,Accepted-In Progress,15:22.0
1-730084875,Queued-Awaiting Assignment,06:50.0
1-730084875,Accepted-In Progress,05:25.0
1-730644447,Accepted-In Progress,49:59.0
1-730644447,Completed-Closed,55:03.0
1-730923421,Accepted-In Progress,09:13.0
1-730923421,Accepted-Wait,09:47.0
1-730923421,Completed-Closed,56:14.0
1-730961258,Accepted-In Progress,46:35.0
1-730961258,Completed-Closed,38:40.0
1-731792664,Accepted-In Progress,34:38.0
1-731792664,Completed-Closed,24:33.0
1-731908702,Completed-Closed,29:39.0
1-731908702,Accepted-In Progress,23:14.0
1-731908702,Accepted-In Progress,50:00.0
1-732289301,Accepted-In Progress,51:48.0
1-732289301,Queued-Awaiting Assignment,01:56.0
